"제안번호","제안제목","제안내용","제안등록일자"
"192014","안녕하세요!!^^","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192014","2022-01-13 00:09:57.0"
"192013","새로운 버스노선이 있었으면 합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192013","2022-01-12 22:27:18.0"
"192012","남산터널 하이패스 사용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192012","2022-01-12 15:38:08.0"
"192011","한강시민공원에 한시적인 공원인 스토리박스 설치 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192011","2022-01-12 15:04:39.0"
"192010","소방관모자에카메라설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192010","2022-01-11 23:54:39.0"
"192009","서리풀 터널을 경유하는 순환버스좀 만들어주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192009","2022-01-11 18:37:31.0"
"192008","서울시민원건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192008","2022-01-11 18:08:53.0"
"192007","서울시 생활폐기물 저감대책 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192007","2022-01-11 16:36:05.0"
"192006","대형마트 방역패스 대안 제시","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192006","2022-01-11 16:10:32.0"
"192005","살곶이 스케이트 파크 디자인 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192005","2022-01-11 15:59:49.0"
"192004","소극행정 민원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192004","2022-01-11 10:03:00.0"
"192003","지하철 9호선 차량수를 늘려 주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192003","2022-01-10 23:07:58.0"
"192002","야간 버스 노선 및 운행시간이 ？았으면 좋겠습니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192002","2022-01-10 23:07:17.0"
"192001","소통과협력이중요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192001","2022-01-10 15:40:10.0"
"192000","서울시 장기 발전 방향?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=192000","2022-01-10 15:01:28.0"
"191999","아이스팩(보냉팩)도 종량제봉투로 교환해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191999","2022-01-10 13:08:38.0"
"191997","건물 탄소 중립 제언","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191997","2022-01-09 13:08:47.0"
"191996","저상버스에 대한 정책제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191996","2022-01-09 13:03:36.0"
"191995","5+1 환승제","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191995","2022-01-09 12:43:38.0"
"191994","화장실 쓰레기통 의무 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191994","2022-01-08 16:03:06.0"
"191993","도록 턱 낮춤 멈추기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191993","2022-01-08 15:49:04.0"
"191992","서울시 신혼부부 전세자금대출 이자지원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191992","2022-01-08 14:00:44.0"
"191991","플라스틱 쓰레기 줄이기","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191991","2022-01-08 12:29:56.0"
"191990","가락시장 코르나 임시선별소","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191990","2022-01-08 12:03:15.0"
"191989","광진구 축구장 촉구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191989","2022-01-08 07:34:56.0"
"191988","코로나 항체치료제 적극사용 부탁드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191988","2022-01-07 20:23:07.0"
"191987","5차 재난지원금 사용연장에  건의드립니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191987","2022-01-07 16:30:24.0"
"191986","구로구 항동생활체육관 이용방법에 관하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191986","2022-01-07 10:47:30.0"
"191985","3217노선변경 절대반대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191985","2022-01-06 14:49:11.0"
"191984","실업수당제도개선안(건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191984","2022-01-06 12:47:23.0"
"191983","북인사 마당 붓  모형 주변의  장식","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191983","2022-01-05 20:38:42.0"
"191982","노인 인권 교육 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191982","2022-01-05 19:37:17.0"
"191981","폐지수거 노인 지원 방안 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191981","2022-01-05 17:44:40.0"
"191980","서울역 주변은 전국에서 가장 더러운곳  ...","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191980","2022-01-05 13:53:27.0"
"191979","버스정류장내 불법주정차행위 과태료부과구역 설정하자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191979","2022-01-04 19:22:25.0"
"191978","국제적 망신이된 서울역!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191978","2022-01-04 16:36:29.0"
"191977","건물붕괴 동네주민센터 협조 후 진행부탁드림","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191977","2022-01-04 12:17:38.0"
"191976","3217번 노선버스 북위례 위례대로 경유 요청드립니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191976","2022-01-04 09:51:59.0"
"191975","시내버스안전사고예방홍보요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191975","2022-01-03 09:57:49.0"
"191974","전국의 코로나19상황으로 인한 자영업자(식당 사장님)의 자활 아이디어","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191974","2022-01-02 12:25:03.0"
"191973","서부이촌동 용산 국제업무지구와 통합개발 시켜주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191973","2022-01-01 23:12:29.0"
"191972","따릉이와 도로교통법인지 뭔지에 대한 기부","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191972","2021-12-31 21:11:58.0"
"191971","서울 주택가 불법 사금융 광고 단속 제안 - 불법 유동 광고물 자동전화안내 서비스 협약을  제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191971","2021-12-30 12:40:01.0"
"191970","여의도 금융자치구 선정","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191970","2021-12-30 09:14:40.0"
"191969","신호등필요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191969","2021-12-30 01:07:00.0"
"191968","정전시 피난대피로 확보","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191968","2021-12-29 20:36:51.0"
"191967","반찬가게 플라스틱 용기 재활용 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191967","2021-12-29 16:37:20.0"
"191966","서울 시내버스 연장 요청합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191966","2021-12-29 14:50:44.0"
"191965","서울식물원 가는 길 인도 화분 식재 백송을 인근 정원으로 옮겨 심어 주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191965","2021-12-29 13:33:39.0"
"191964","서울 식물원 화분에 대하여.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191964","2021-12-28 23:03:13.0"
"191963","산복터널(시흥동-난향동)을 활용하여 다양한 교통수단 만들어주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191963","2021-12-28 19:12:46.0"
"191962","취약계층 일자리 늘려 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191962","2021-12-28 18:51:23.0"
"191961","용산 정비창 가이드라인","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191961","2021-12-28 18:13:49.0"
"191960","서울시 홈페이지 첫인상","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191960","2021-12-28 18:12:52.0"
"191959","가든파이브 활용 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191959","2021-12-28 17:59:36.0"
"191958","따릉이 이용 마일리지 어때요?","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191958","2021-12-28 14:01:47.0"
"191957","모두를 위한 도로 주말 광화문 사거리의 차없는 거리 우선 지정을 제안합니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191957","2021-12-28 13:00:18.0"
"191956","서울시내 대학 캠퍼스 중고나눔터가 되다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191956","2021-12-28 12:42:12.0"
"191955","올빼미 버스 노선확대 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191955","2021-12-28 00:00:23.0"
"191953","건강 약자-소상공인 &#39;피트니스 바우처&#39;","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191953","2021-12-27 18:13:52.0"
"191952","길고양이 중성화 사업 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191952","2021-12-27 17:21:47.0"
"191951","장위11구역세권개발","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191951","2021-12-27 17:02:09.0"
"191950","반려견 운동장","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191950","2021-12-27 15:00:12.0"
"191949","모든 연령이 이용하는 공유 놀이터","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191949","2021-12-27 14:21:18.0"
"191948","인조잔디운동장으로 개방 부탁드립니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191948","2021-12-27 13:45:24.0"
"191947","상하행 버스정류장 구분","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191947","2021-12-27 09:47:17.0"
"191946","노인분들을 챙겨주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191946","2021-12-26 22:43:12.0"
"191945","역세권 주택 및 공공임대주택 건립 관련 운영기준 개정 요구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191945","2021-12-26 19:16:29.0"
"191944","청소년들의 백신 신뢰도를 높여주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191944","2021-12-26 17:59:32.0"
"191943","코로나19 백신접종","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191943","2021-12-25 15:59:43.0"
"191942","광화문 광장과 관련된 좋은 글 (영문)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191942","2021-12-24 20:58:35.0"
"191941","'사 놓고 안 입는 옷을 위한 공유 공간을 제안합니다'","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191941","2021-12-24 17:15:05.0"
"191939","서울한옥상업지구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191939","2021-12-24 15:55:10.0"
"191938","기존 서울시 공유사업의 개선 방법과 노인 일자리 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191938","2021-12-24 13:37:01.0"
"191937","대기순번표 도입","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191937","2021-12-24 12:01:37.0"
"191936","염화칼슘 지도를 만들어주세요!& 주민센터 다양한 소식도 페이스북 서촌에 정보를 올려주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191936","2021-12-24 10:32:30.0"
"191935","먹고 사는생계!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191935","2021-12-23 19:26:05.0"
"191934","새로운 커뮤니티 센터의 역할을 하게 될 &#39;공유정원&#39; 활성화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191934","2021-12-23 17:17:48.0"
"191933","서울시 물품공유센터와 노인 일자리 매칭 (노인 집수리 핼퍼)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191933","2021-12-23 16:00:32.0"
"191932","비영리스타트업을 위한 사무 공간 또는 공유공간 확대를 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191932","2021-12-23 14:55:40.0"
"191931","격리해제확인서 발급","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191931","2021-12-23 14:20:51.0"
"191930","시민 책 공유 플랫폼 구축을 통한 작은도서관 도서 콘텐츠 다양성 확보 및 시민공동체 조성","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191930","2021-12-23 10:53:12.0"
"191929","사용안한 서울사랑상품권 유효기간내 구매금액으로 전액환불 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191929","2021-12-23 10:12:31.0"
"191928","공유 서비스 따릉이의 에코마일리지 적립 서비스 운영 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191928","2021-12-23 10:08:38.0"
"191927","프로깅 쓰레기 줍기 지원","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191927","2021-12-23 09:54:16.0"
"191926","서울시 공용벤치의 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191926","2021-12-22 20:22:11.0"
"191925","코로나 위기 극복을 위한 초록 리본 운동(ON/OFF)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191925","2021-12-22 16:09:58.0"
"191924","전국민 회식합시다(소상공인살리기 국민참여)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191924","2021-12-22 14:37:03.0"
"191923","투명방음벽에 조류 충돌 방지 스티커를 붙여주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191923","2021-12-22 11:41:44.0"
"191921","시민단체 보조금 지원 시스템 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191921","2021-12-22 09:37:26.0"
"191919","각 동의 주민 센터에 'Clean Seoul 자전거 리어카' 보급 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191919","2021-12-21 23:27:01.0"
"191918","서울시 맨홀을 개성있게 바꿔주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191918","2021-12-21 21:37:42.0"
"191917","위례선 트램 홍보관 운영 및 모형 전시","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191917","2021-12-21 21:29:28.0"
"191916","드라이빙 쓰루 임시선별검사소 신설 요망합니다.(관악구 예비군훈련장)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191916","2021-12-20 15:20:37.0"
"191915","코로나 조사 배달 일하는분","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191915","2021-12-20 13:21:04.0"
"191914","친환경 건축 공법의 공공건축 적용 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191914","2021-12-20 13:19:06.0"
"191913","지하철 신설 부탁드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191913","2021-12-20 12:35:48.0"
"191912","관내 콜라텍및 카바레 비상구 항시 개방","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191912","2021-12-20 11:07:32.0"
"191911","어린이보호역 사고예방","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191911","2021-12-20 09:50:48.0"
"191910","난민과 지역사회의 교류활성화를 위한 프로그램 제안드립니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191910","2021-12-19 22:37:18.0"
"191909","에코 마일리지 활성화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191909","2021-12-19 19:44:13.0"
"191908","코로나19 임시선별검사소 사전예약제 도입","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191908","2021-12-19 19:10:52.0"
"191907","환경미화원 안전에 관한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191907","2021-12-19 16:48:59.0"
"191906","지자체 재난지원금","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191906","2021-12-19 02:11:10.0"
"191905","노인분들을 위한 둘레길 셔틀 운행 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191905","2021-12-18 18:13:12.0"
"191904","노인 세대의 디지털 격차 해소 방안 논의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191904","2021-12-18 16:31:00.0"
"191903","코로나19 검사 결과 - 영문증명서 발급","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191903","2021-12-18 14:57:56.0"
"191902","서울시 노숙자 월동대책 방안에 대해서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191902","2021-12-18 11:54:23.0"
